Dt_name Cre_transcriptID	Cre_transcript	E_value	Cre_geneID
Locus_2365_Transcript_4/4_Confidence_0.773_Length_2335	CHLREDRAFT_107181	6e-134	e_gwH.51.17.1
Locus_2367_Transcript_1/1_Confidence_1.000_Length_804	CHLREDRAFT_58944	4e-81	estExt_GenewiseH_1.C_390052
Locus_2368_Transcript_1/1_Confidence_1.000_Length_1747	CHLREDRAFT_415206	1e-66	pasa_Sanger_mRNA19814
Locus_2370_Transcript_2/2_Confidence_0.750_Length_1650	CHLREDRAFT_146492	1e-97	Chlre2_kg.scaffold_1000316
Locus_2376_Transcript_1/1_Confidence_1.000_Length_1716	CHLREDRAFT_116664	7e-92	e_gwW.1.325.1
Locus_2377_Transcript_3/3_Confidence_0.429_Length_1003	CHLREDRAFT_118180	1e-62	e_gwW.21.84.1
Locus_2378_Transcript_1/1_Confidence_1.000_Length_2456	CHLREDRAFT_57890	0.0	estExt_GenewiseH_1.C_250028
Locus_2380_Transcript_1/1_Confidence_1.000_Length_1896	CHLREDRAFT_104448	5e-47	e_gwH.27.89.1
Locus_2381_Transcript_3/3_Confidence_0.600_Length_1901	CHLREDRAFT_382144	1e-117	estExt_fgenesh1_pm.C_650001
Locus_2384_Transcript_1/1_Confidence_1.000_Length_4701	CHLREDRAFT_24009	0.0	estExt_fgenesh1_pm.C_30073
Locus_2385_Transcript_1/1_Confidence_1.000_Length_1168	CHLREDRAFT_155735	2e-45	acegs_kg.scaffold_3000110
Locus_2388_Transcript_1/5_Confidence_0.667_Length_3884	CHLREDRAFT_313104	7e-35	kg.chromosome_12_#_203_#_chlre3.11.91.2.11
Locus_2389_Transcript_1/1_Confidence_1.000_Length_1772	CHLREDRAFT_188476	0.0	estExt_fgenesh2_pg.C_100256
Locus_2392_Transcript_3/3_Confidence_0.667_Length_2418	CHLREDRAFT_381514	0.0	estExt_fgenesh1_pm.C_chromosome_160401
Locus_2393_Transcript_1/1_Confidence_1.000_Length_2612	CHLREDRAFT_195655	0.0	SAN_e_gwW.26.4.1
Locus_2395_Transcript_1/1_Confidence_1.000_Length_1728	CHLREDRAFT_205896	0.0	SKA_chlre3.1.681.6.11
Locus_2398_Transcript_1/1_Confidence_1.000_Length_2662	CHLREDRAFT_401416	2e-85	pasa_Sanger_mRNA28590
Locus_2399_Transcript_1/1_Confidence_1.000_Length_1821	CHLREDRAFT_184984	2e-63	estExt_fgenesh2_kg.C_360028
Locus_2400_Transcript_2/2_Confidence_0.800_Length_2577	CHLREDRAFT_132067	0.0	estExt_gwp_1H.C_470047
Locus_2401_Transcript_1/1_Confidence_1.000_Length_1113	CHLREDRAFT_24040	2e-65	estExt_fgenesh1_pm.C_40011
Locus_2402_Transcript_1/1_Confidence_1.000_Length_1605	CHLREDRAFT_342754	2e-27	estExt_fgenesh1_pg.C_chromosome_20261
Locus_2405_Transcript_2/3_Confidence_0.714_Length_1022	CHLREDRAFT_119900	1e-21	e_gwW.32.150.1
Locus_2407_Transcript_1/2_Confidence_0.857_Length_1001	CHLREDRAFT_142698	2e-43	Chlre2_kg.scaffold_6000188
Locus_2408_Transcript_1/1_Confidence_1.000_Length_1884	CHLREDRAFT_116226	1e-152	e_gwW.1.40.1
Locus_2409_Transcript_1/1_Confidence_1.000_Length_1633	CHLREDRAFT_190885	3e-14	estExt_fgenesh2_pg.C_200238
Locus_2411_Transcript_1/1_Confidence_1.000_Length_715	CHLREDRAFT_142288	6e-92	Chlre2_kg.scaffold_3000261
Locus_2412_Transcript_1/1_Confidence_1.000_Length_2034	CHLREDRAFT_112343	3e-163	e_gwW.3.75.1
Locus_2414_Transcript_3/3_Confidence_0.667_Length_2525	CHLREDRAFT_205572	5e-125	SKA_Chlre2_kg.scaffold_31000221
Locus_2417_Transcript_1/1_Confidence_1.000_Length_1126	CHLREDRAFT_377480	3e-61	estExt_fgenesh1_pm.C_chromosome_30019
Locus_2419_Transcript_1/1_Confidence_1.000_Length_1228	CHLREDRAFT_193756	5e-101	estExt_fgenesh2_pg.C_480012
Locus_2420_Transcript_1/4_Confidence_0.350_Length_1028	CHLREDRAFT_415116	4e-25	pasa_Sanger_mRNA21480
Locus_2421_Transcript_3/3_Confidence_0.500_Length_1102	CHLREDRAFT_328686	3e-15	pg.chromosome_9_#_186
Locus_2422_Transcript_2/8_Confidence_0.381_Length_2721	CHLREDRAFT_112095	3e-156	e_gwW.5.93.1
Locus_2423_Transcript_1/1_Confidence_1.000_Length_895	CHLREDRAFT_140415	4e-51	estExt_gwp_1W.C_790044
Locus_2424_Transcript_3/3_Confidence_0.667_Length_2204	CHLREDRAFT_196722	4e-37	DNE_Chlre2_kg.scaffold_23000190
Locus_2425_Transcript_3/3_Confidence_0.438_Length_2425	CHLREDRAFT_106419	1e-71	e_gwH.44.2.1
Locus_2426_Transcript_1/1_Confidence_1.000_Length_952	CHLREDRAFT_81024	4e-65	estExt_GenewiseW_1.C_340090
Locus_2427_Transcript_3/3_Confidence_0.846_Length_3193	CHLREDRAFT_403209	0.0	pasa_Sanger_mRNA35604
Locus_2433_Transcript_1/1_Confidence_1.000_Length_2095	CHLREDRAFT_205898	4e-119	SKA_e_gwH.12.40.1
Locus_2436_Transcript_1/1_Confidence_1.000_Length_1328	CHLREDRAFT_185844	4e-19	estExt_fgenesh2_kg.C_760006
Locus_2437_Transcript_1/2_Confidence_0.800_Length_1729	CHLREDRAFT_184281	9e-123	estExt_fgenesh2_kg.C_240043
Locus_2443_Transcript_2/2_Confidence_0.929_Length_1166	CHLREDRAFT_189100	2e-54	estExt_fgenesh2_pg.C_130191
Locus_2446_Transcript_1/2_Confidence_0.857_Length_1401	CHLREDRAFT_134242	3e-58	estExt_gwp_1W.C_30203
Locus_2448_Transcript_2/2_Confidence_0.667_Length_918	CHLREDRAFT_195887	3e-27	STE_estExt_gwp_1H.C_220018
Locus_2452_Transcript_2/3_Confidence_0.750_Length_2467	CHLREDRAFT_408589	7e-12	pasa_Sanger_mRNA17982
Locus_2455_Transcript_1/3_Confidence_0.750_Length_3329	CHLREDRAFT_141561	4e-177	Chlre2_kg.scaffold_7000388
Locus_2456_Transcript_2/8_Confidence_0.133_Length_1499	CHLREDRAFT_394046	1e-25	pasa_Sanger_mRNA6016
Locus_2456_Transcript_7/8_Confidence_0.667_Length_2229	CHLREDRAFT_180258	6e-40	fgenesh2_pg.C_scaffold_84000006
Locus_2457_Transcript_1/1_Confidence_1.000_Length_2348	CHLREDRAFT_137851	3e-170	estExt_gwp_1W.C_280053
Locus_2458_Transcript_1/1_Confidence_1.000_Length_692	CHLREDRAFT_424659	5e-79	pasa_Sanger_mRNA9665
Locus_2459_Transcript_3/3_Confidence_0.750_Length_2662	CHLREDRAFT_190458	7e-67	estExt_fgenesh2_pg.C_190061
Locus_2460_Transcript_1/1_Confidence_1.000_Length_1658	CHLREDRAFT_146423	3e-52	Chlre2_kg.scaffold_1000247
Locus_2464_Transcript_1/1_Confidence_1.000_Length_1679	CHLREDRAFT_116873	5e-141	e_gwW.1.124.1
Locus_2465_Transcript_2/2_Confidence_0.889_Length_1438	CHLREDRAFT_195485	9e-19	OVA_e_gwH.25.97.1
Locus_2466_Transcript_1/1_Confidence_1.000_Length_3008	CHLREDRAFT_170034	5e-36	fgenesh2_pg.C_scaffold_12000093
Locus_2467_Transcript_1/1_Confidence_1.000_Length_839	CHLREDRAFT_346609	2e-34	estExt_fgenesh1_pg.C_chromosome_130043
Locus_2468_Transcript_1/1_Confidence_1.000_Length_1431	CHLREDRAFT_309472	8e-11	kg.chromosome_7_#_1157_#_XP_001703662.1
Locus_2470_Transcript_1/1_Confidence_1.000_Length_325	CHLREDRAFT_169308	6e-11	fgenesh2_pg.C_scaffold_10000110
Locus_2471_Transcript_1/1_Confidence_1.000_Length_1468	CHLREDRAFT_144867	0.0	Chlre2_kg.scaffold_12000061
Locus_2472_Transcript_1/1_Confidence_1.000_Length_1673	CHLREDRAFT_376728	0.0	estExt_fgenesh1_pm.C_chromosome_10690
Locus_2473_Transcript_5/5_Confidence_0.429_Length_2429	CHLREDRAFT_116415	3e-73	e_gwW.1.372.1
Locus_2475_Transcript_1/1_Confidence_1.000_Length_1472	CHLREDRAFT_205873	6e-89	SKA_estExt_fgenesh2_kg.C_260013
Locus_2476_Transcript_2/2_Confidence_0.750_Length_1331	CHLREDRAFT_139895	6e-54	estExt_gwp_1W.C_600005
Locus_2478_Transcript_1/1_Confidence_1.000_Length_2106	CHLREDRAFT_185309	2e-96	estExt_fgenesh2_kg.C_470002
Locus_2479_Transcript_2/7_Confidence_0.440_Length_1297	CHLREDRAFT_151088	3e-24	Chlre2_kg.scaffold_35000084
Locus_2479_Transcript_4/7_Confidence_0.200_Length_2235	CHLREDRAFT_187094	0.0	estExt_fgenesh2_pg.C_30179
Locus_2481_Transcript_1/1_Confidence_1.000_Length_1031	CHLREDRAFT_21996	2e-28	fgenesh1_pg.C_scaffold_85000026
Locus_2482_Transcript_1/1_Confidence_1.000_Length_1349	CHLREDRAFT_114912	4e-141	e_gwW.11.341.1
Locus_2491_Transcript_1/1_Confidence_1.000_Length_617	CHLREDRAFT_206529	3e-35	SKA_estExt_fgenesh2_pg.C_10354
Locus_2493_Transcript_2/10_Confidence_0.500_Length_1635	CHLREDRAFT_144221	1e-98	Chlre2_kg.scaffold_10000101
Locus_2494_Transcript_1/1_Confidence_1.000_Length_2210	CHLREDRAFT_131340	1e-147	estExt_gwp_1H.C_310084
Locus_2495_Transcript_7/7_Confidence_0.794_Length_2707	CHLREDRAFT_111778	0.0	e_gwW.7.128.1
Locus_2496_Transcript_1/1_Confidence_1.000_Length_1259	CHLREDRAFT_195631	1e-32	MAY_fgenesh2_pg.C_scaffold_1000145
Locus_2505_Transcript_1/1_Confidence_1.000_Length_731	CHLREDRAFT_151096	1e-14	Chlre2_kg.scaffold_35000092
Locus_2507_Transcript_2/2_Confidence_0.857_Length_4992	CHLREDRAFT_191024	2e-95	estExt_fgenesh2_pg.C_220139
Locus_2510_Transcript_1/1_Confidence_1.000_Length_1559	CHLREDRAFT_182122	1e-78	estExt_fgenesh2_kg.C_50020
Locus_2512_Transcript_1/2_Confidence_0.833_Length_1824	CHLREDRAFT_196910	0.0	HAL_estExt_fgenesh2_kg.C_190083
Locus_2514_Transcript_2/5_Confidence_0.474_Length_2404	CHLREDRAFT_155587	0.0	acegs_kg.scaffold_5000154
Locus_2516_Transcript_1/1_Confidence_1.000_Length_1000	CHLREDRAFT_105562	4e-84	e_gwH.35.34.1
Locus_2517_Transcript_1/1_Confidence_1.000_Length_1544	CHLREDRAFT_134606	1e-137	estExt_gwp_1W.C_60261
Locus_2518_Transcript_1/2_Confidence_0.667_Length_2044	CHLREDRAFT_190968	2e-142	estExt_fgenesh2_pg.C_220036
Locus_2519_Transcript_4/4_Confidence_0.600_Length_1578	CHLREDRAFT_64643	1e-80	gwW.27.79.1
Locus_2521_Transcript_1/1_Confidence_1.000_Length_1080	CHLREDRAFT_131464	1e-66	estExt_gwp_1H.C_360011
Locus_2522_Transcript_1/1_Confidence_1.000_Length_472	CHLREDRAFT_331430	2e-28	pg.chromosome_13_#_518
Locus_2525_Transcript_2/2_Confidence_0.667_Length_2149	CHLREDRAFT_335993	2e-74	pm.chromosome_3_#_254
Locus_2527_Transcript_1/2_Confidence_0.833_Length_3632	CHLREDRAFT_189721	0.0	estExt_fgenesh2_pg.C_10108
Locus_2530_Transcript_2/3_Confidence_0.600_Length_1656	CHLREDRAFT_146433	1e-82	Chlre2_kg.scaffold_1000257
Locus_2531_Transcript_1/1_Confidence_1.000_Length_2594	CHLREDRAFT_118729	9e-142	e_gwW.28.43.1
Locus_2533_Transcript_1/1_Confidence_1.000_Length_1686	CHLREDRAFT_32523	0.0	estExt_fgenesh1_pg.C_10543
Locus_2534_Transcript_1/1_Confidence_1.000_Length_762	CHLREDRAFT_188349	6e-51	estExt_fgenesh2_pg.C_100073
Locus_2535_Transcript_1/1_Confidence_1.000_Length_1848	CHLREDRAFT_342533	1e-74	estExt_fgenesh1_pg.C_chromosome_10892
Locus_2537_Transcript_1/1_Confidence_1.000_Length_3782	CHLREDRAFT_295585	3e-130	au.g13269_t1
Locus_2539_Transcript_6/10_Confidence_0.400_Length_1135	CHLREDRAFT_189571	6e-31	estExt_fgenesh2_pg.C_160115
Locus_2541_Transcript_1/2_Confidence_0.667_Length_1257	CHLREDRAFT_157424	7e-74	acegs_kg.scaffold_1000289
Locus_2544_Transcript_3/4_Confidence_0.609_Length_4296	CHLREDRAFT_173539	1e-115	fgenesh2_pg.C_scaffold_22000063
Locus_2545_Transcript_3/5_Confidence_0.562_Length_2821	CHLREDRAFT_194589	2e-38	estExt_fgenesh2_pg.C_710033
Locus_2547_Transcript_3/3_Confidence_0.600_Length_1245	CHLREDRAFT_139515	0.0	estExt_gwp_1W.C_450098
Locus_2548_Transcript_4/4_Confidence_0.636_Length_2826	CHLREDRAFT_286431	1e-50	au.g4727_t1
Locus_2549_Transcript_1/1_Confidence_1.000_Length_1349	CHLREDRAFT_133829	3e-111	estExt_gwp_1W.C_70266
Locus_2550_Transcript_4/4_Confidence_0.417_Length_2106	CHLREDRAFT_141145	0.0	Chlre2_kg.scaffold_8000316
Locus_2553_Transcript_1/4_Confidence_0.833_Length_1781	CHLREDRAFT_173008	4e-52	fgenesh2_pg.C_scaffold_17000088
Locus_2555_Transcript_2/2_Confidence_0.833_Length_1523	CHLREDRAFT_205568	4e-166	SKA_chlre3.10.18.1.1
Locus_2556_Transcript_1/2_Confidence_0.714_Length_2392	CHLREDRAFT_379314	3e-42	estExt_fgenesh1_pm.C_chromosome_90230
Locus_2557_Transcript_1/1_Confidence_1.000_Length_584	CHLREDRAFT_418284	2e-15	pasa_Sanger_mRNA23620
Locus_2558_Transcript_1/2_Confidence_0.800_Length_1179	CHLREDRAFT_157007	1e-47	acegs_kg.scaffold_15000012
Locus_2561_Transcript_2/3_Confidence_0.417_Length_2071	CHLREDRAFT_342163	3e-13	estExt_fgenesh1_pg.C_chromosome_10279
Locus_2564_Transcript_3/3_Confidence_0.800_Length_2270	CHLREDRAFT_175283	4e-51	fgenesh2_pg.C_scaffold_27000186
Locus_2566_Transcript_1/1_Confidence_1.000_Length_2472	CHLREDRAFT_181992	0.0	estExt_fgenesh2_kg.C_70059
Locus_2567_Transcript_3/7_Confidence_0.643_Length_2231	CHLREDRAFT_289571	1e-74	au.g7667_t1
Locus_2573_Transcript_3/3_Confidence_0.667_Length_2509	CHLREDRAFT_127991	0.0	estExt_gwp_1H.C_100286
Locus_2576_Transcript_1/1_Confidence_1.000_Length_1955	CHLREDRAFT_133238	0.0	estExt_gwp_1H.C_880027
Locus_2577_Transcript_1/1_Confidence_1.000_Length_2488	CHLREDRAFT_129834	2e-137	estExt_gwp_1H.C_200022
Locus_2580_Transcript_1/1_Confidence_1.000_Length_1796	CHLREDRAFT_33679	1e-99	estExt_fgenesh1_pg.C_210117
Locus_2582_Transcript_2/4_Confidence_0.308_Length_2059	CHLREDRAFT_296252	3e-53	au.g13909_t1
Locus_2582_Transcript_3/4_Confidence_0.692_Length_2842	CHLREDRAFT_147467	2e-47	Chlre2_kg.scaffold_19000141
Locus_2583_Transcript_1/2_Confidence_0.500_Length_2167	CHLREDRAFT_409172	4e-126	pasa_Sanger_mRNA16365
Locus_2584_Transcript_1/2_Confidence_0.667_Length_2188	CHLREDRAFT_141537	2e-120	Chlre2_kg.scaffold_7000364
Locus_2585_Transcript_1/1_Confidence_1.000_Length_1062	CHLREDRAFT_34401	4e-37	estExt_fgenesh1_pg.C_250080
Locus_2586_Transcript_7/10_Confidence_0.304_Length_1421	CHLREDRAFT_137328	7e-18	estExt_gwp_1W.C_200161
Locus_2586_Transcript_8/10_Confidence_0.370_Length_2231	CHLREDRAFT_192094	1e-14	estExt_fgenesh2_pg.C_300065
Locus_2589_Transcript_1/1_Confidence_1.000_Length_1215	CHLREDRAFT_195659	8e-45	FER_41400384
Locus_2590_Transcript_2/2_Confidence_0.833_Length_1711	CHLREDRAFT_189186	0.0	estExt_fgenesh2_pg.C_140031
Locus_2593_Transcript_1/2_Confidence_1.000_Length_1160	CHLREDRAFT_24471	1e-108	estExt_fgenesh1_pm.C_660004
Locus_2597_Transcript_1/2_Confidence_0.800_Length_2612	CHLREDRAFT_122447	0.0	e_gwW.64.52.1
Locus_2598_Transcript_2/3_Confidence_0.333_Length_2584	CHLREDRAFT_111330	0.0	e_gwW.8.191.1
Locus_2599_Transcript_1/2_Confidence_0.667_Length_878	CHLREDRAFT_191585	2e-29	estExt_fgenesh2_pg.C_280185
Locus_2602_Transcript_1/1_Confidence_1.000_Length_1524	CHLREDRAFT_412879	2e-33	pasa_Sanger_mRNA11410
Locus_2603_Transcript_8/10_Confidence_0.412_Length_464	CHLREDRAFT_798	1e-89	fgenesh1_pm.C_scaffold_100000006
Locus_2603_Transcript_9/10_Confidence_0.147_Length_625	CHLREDRAFT_160490	1e-45	acegs_kg.scaffold_428000004
Locus_2604_Transcript_1/1_Confidence_1.000_Length_2798	CHLREDRAFT_58178	0.0	estExt_GenewiseH_1.C_290028
Locus_2605_Transcript_1/1_Confidence_1.000_Length_1817	CHLREDRAFT_196558	4e-155	OVA_estExt_GenewiseH_1.C_140074
Locus_2607_Transcript_1/1_Confidence_1.000_Length_2116	CHLREDRAFT_414543	2e-104	pasa_Sanger_mRNA19547
Locus_2608_Transcript_1/5_Confidence_0.600_Length_1092	CHLREDRAFT_149017	4e-07	Chlre2_kg.scaffold_23000167
Locus_2612_Transcript_1/1_Confidence_1.000_Length_960	CHLREDRAFT_118879	3e-75	e_gwW.26.127.1
Locus_2615_Transcript_1/1_Confidence_1.000_Length_2270	CHLREDRAFT_24016	7e-119	estExt_fgenesh1_pm.C_60005
Locus_2616_Transcript_1/1_Confidence_1.000_Length_3415	CHLREDRAFT_342271	3e-66	estExt_fgenesh1_pg.C_chromosome_10452
Locus_2618_Transcript_6/7_Confidence_0.742_Length_2018	CHLREDRAFT_422463	1e-23	pasa_Sanger_mRNA3337
Locus_2619_Transcript_1/1_Confidence_1.000_Length_1061	CHLREDRAFT_190082	5e-32	estExt_fgenesh2_pg.C_10677
Locus_2620_Transcript_1/1_Confidence_1.000_Length_2034	CHLREDRAFT_169578	4e-92	fgenesh2_pg.C_scaffold_11000017
Locus_2622_Transcript_1/2_Confidence_0.857_Length_1427	CHLREDRAFT_130343	0.0	estExt_gwp_1H.C_230086
Locus_2623_Transcript_7/7_Confidence_0.793_Length_4010	CHLREDRAFT_281476	0.0	au.g84_t1
Locus_2624_Transcript_2/7_Confidence_0.655_Length_2131	CHLREDRAFT_154888	1e-13	Chlre2_kg.scaffold_95000011
Locus_2625_Transcript_1/1_Confidence_1.000_Length_2212	CHLREDRAFT_100959	0.0	e_gwH.14.37.1
Locus_2626_Transcript_1/1_Confidence_1.000_Length_1899	CHLREDRAFT_143852	4e-119	Chlre2_kg.scaffold_9000083
Locus_2629_Transcript_1/1_Confidence_1.000_Length_1067	CHLREDRAFT_190008	1e-41	estExt_fgenesh2_pg.C_10551
Locus_2632_Transcript_1/1_Confidence_1.000_Length_1160	CHLREDRAFT_186317	1e-141	estExt_fgenesh2_pg.C_80217
Locus_2636_Transcript_1/1_Confidence_1.000_Length_1969	CHLREDRAFT_194382	0.0	estExt_fgenesh2_pg.C_640056
Locus_2637_Transcript_5/5_Confidence_0.583_Length_1249	CHLREDRAFT_283586	1e-36	au.g2070_t1
Locus_2638_Transcript_1/1_Confidence_1.000_Length_1217	CHLREDRAFT_184175	6e-18	estExt_fgenesh2_kg.C_220054
Locus_2640_Transcript_2/2_Confidence_0.833_Length_1795	CHLREDRAFT_300268	9e-50	kg.chromosome_1_#_1993_#_TC49149
Locus_2641_Transcript_4/4_Confidence_0.727_Length_1887	CHLREDRAFT_344648	2e-94	estExt_fgenesh1_pg.C_chromosome_70118
Locus_2643_Transcript_1/1_Confidence_1.000_Length_1892	CHLREDRAFT_190337	4e-105	estExt_fgenesh2_pg.C_180147
Locus_2644_Transcript_1/2_Confidence_0.667_Length_1094	CHLREDRAFT_189940	8e-66	estExt_fgenesh2_pg.C_10445
Locus_2645_Transcript_2/3_Confidence_0.316_Length_1812	CHLREDRAFT_412790	2e-101	pasa_Sanger_mRNA11336
Locus_2647_Transcript_3/3_Confidence_0.600_Length_1454	CHLREDRAFT_295746	3e-167	au.g13427_t1
Locus_2648_Transcript_1/1_Confidence_1.000_Length_3280	CHLREDRAFT_24524	0.0	estExt_fgenesh1_pm.C_890003
Locus_2649_Transcript_4/4_Confidence_0.636_Length_2464	CHLREDRAFT_76602	0.0	estExt_GenewiseW_1.C_50221
Locus_2656_Transcript_1/1_Confidence_1.000_Length_1266	CHLREDRAFT_115411	3e-92	e_gwW.13.79.1
Locus_2658_Transcript_1/2_Confidence_0.667_Length_947	CHLREDRAFT_129474	6e-98	estExt_gwp_1H.C_180090
Locus_2661_Transcript_1/2_Confidence_0.667_Length_1373	CHLREDRAFT_190833	5e-75	estExt_fgenesh2_pg.C_200151
Locus_2665_Transcript_1/3_Confidence_0.636_Length_2079	CHLREDRAFT_182256	1e-61	estExt_fgenesh2_kg.C_30007
Locus_2668_Transcript_1/2_Confidence_0.933_Length_2162	CHLREDRAFT_412701	4e-08	pasa_Sanger_mRNA10769
Locus_2671_Transcript_3/3_Confidence_0.600_Length_2787	CHLREDRAFT_121501	0.0	e_gwW.46.5.1
Locus_2672_Transcript_1/1_Confidence_1.000_Length_2106	CHLREDRAFT_205653	1e-55	SKA_Chlre2_kg.scaffold_27000137
Locus_2673_Transcript_1/1_Confidence_1.000_Length_1571	CHLREDRAFT_195409	3e-91	SAN_e_gwH.38.51.1
Locus_2675_Transcript_1/1_Confidence_1.000_Length_1279	CHLREDRAFT_182385	9e-74	estExt_fgenesh2_kg.C_30152
Locus_2677_Transcript_4/4_Confidence_0.812_Length_1782	CHLREDRAFT_205996	1e-133	MHS_166168
Locus_2680_Transcript_2/6_Confidence_0.103_Length_1158	CHLREDRAFT_93782	2e-34	fgenesh1_est.C_scaffold_4000005
Locus_2682_Transcript_1/1_Confidence_1.000_Length_1070	CHLREDRAFT_188373	5e-55	estExt_fgenesh2_pg.C_100100
Locus_2683_Transcript_1/1_Confidence_1.000_Length_1557	CHLREDRAFT_130812	9e-163	estExt_gwp_1H.C_270044
Locus_2684_Transcript_2/2_Confidence_0.667_Length_1087	CHLREDRAFT_150664	3e-103	Chlre2_kg.scaffold_31000030
Locus_2685_Transcript_1/2_Confidence_0.750_Length_1913	CHLREDRAFT_158976	4e-90	acegs_kg.scaffold_31000097
Locus_2687_Transcript_8/9_Confidence_0.488_Length_1748	CHLREDRAFT_135424	4e-50	estExt_gwp_1W.C_110014
Locus_2691_Transcript_1/1_Confidence_1.000_Length_1484	CHLREDRAFT_188978	3e-106	estExt_fgenesh2_pg.C_130004
Locus_2699_Transcript_1/2_Confidence_0.667_Length_1042	CHLREDRAFT_391513	3e-85	pasa_Sanger_mRNA34882
Locus_2700_Transcript_1/1_Confidence_1.000_Length_1668	CHLREDRAFT_381131	0.0	estExt_fgenesh1_pm.C_chromosome_150027
Locus_2702_Transcript_2/2_Confidence_0.750_Length_1578	CHLREDRAFT_205756	7e-51	SKA_estExt_fgenesh2_pg.C_220131
Locus_2705_Transcript_2/3_Confidence_0.667_Length_776	CHLREDRAFT_340657	1e-28	pm.chromosome_15_#_73
Locus_2709_Transcript_2/2_Confidence_0.833_Length_2772	CHLREDRAFT_146798	7e-86	Chlre2_kg.scaffold_1000622
Locus_2714_Transcript_1/1_Confidence_1.000_Length_1568	CHLREDRAFT_144344	3e-45	Chlre2_kg.scaffold_10000224
Locus_2715_Transcript_2/2_Confidence_0.889_Length_4058	CHLREDRAFT_193025	0.0	estExt_fgenesh2_pg.C_370022
Locus_2718_Transcript_1/2_Confidence_0.667_Length_764	CHLREDRAFT_169222	4e-43	fgenesh2_pg.C_scaffold_10000024
Locus_2719_Transcript_3/8_Confidence_0.720_Length_2966	CHLREDRAFT_195951	0.0	RWI_estExt_fgenesh2_pg.C_10626
Locus_2722_Transcript_2/2_Confidence_0.857_Length_3039	CHLREDRAFT_205626	0.0	FER_query
Locus_2725_Transcript_1/1_Confidence_1.000_Length_533	CHLREDRAFT_194662	1e-48	estExt_fgenesh2_pg.C_780037
Locus_2726_Transcript_5/5_Confidence_0.500_Length_1132	CHLREDRAFT_183374	2e-34	estExt_fgenesh2_kg.C_140113
Locus_2727_Transcript_6/8_Confidence_0.723_Length_5194	CHLREDRAFT_206337	3e-132	OVA_Chlre2_kg.scaffold_39000110
Locus_2728_Transcript_1/1_Confidence_1.000_Length_3460	CHLREDRAFT_205828	3e-48	OVA_OVA_fgenesh2_pg.C_scaffold_16000215
Locus_2733_Transcript_3/4_Confidence_0.500_Length_1308	CHLREDRAFT_189914	7e-142	estExt_fgenesh2_pg.C_10410
Locus_2734_Transcript_1/1_Confidence_1.000_Length_2357	CHLREDRAFT_416084	2e-81	pasa_Sanger_mRNA19056
Locus_2735_Transcript_1/8_Confidence_0.130_Length_363	CHLREDRAFT_414908	4e-09	pasa_Sanger_mRNA20767
Locus_2737_Transcript_5/5_Confidence_0.500_Length_1318	CHLREDRAFT_155464	4e-99	acegs_kg.scaffold_5000031
Locus_2738_Transcript_5/5_Confidence_0.545_Length_2359	CHLREDRAFT_195439	0.0	SAN_estExt_fgenesh1_pm.C_70014
Locus_2739_Transcript_1/1_Confidence_1.000_Length_512	CHLREDRAFT_405693	1e-24	pasa_Sanger_mRNA1034
Locus_2742_Transcript_2/3_Confidence_0.667_Length_4199	CHLREDRAFT_101543	0.0	e_gwH.1.558.1
Locus_2744_Transcript_1/2_Confidence_0.667_Length_808	CHLREDRAFT_417368	1e-15	pasa_Sanger_mRNA21775
Locus_2745_Transcript_2/2_Confidence_0.909_Length_2337	CHLREDRAFT_116419	0.0	e_gwW.1.93.1
Locus_2748_Transcript_1/1_Confidence_1.000_Length_1724	CHLREDRAFT_191605	1e-153	estExt_fgenesh2_pg.C_260007
Locus_2749_Transcript_7/7_Confidence_0.533_Length_1112	CHLREDRAFT_24132	0.0	estExt_fgenesh1_pm.C_10003
Locus_2752_Transcript_2/2_Confidence_0.750_Length_1662	CHLREDRAFT_161904	1e-178	fgenesh2_kg.C_scaffold_11000008
Locus_2753_Transcript_1/1_Confidence_1.000_Length_2536	CHLREDRAFT_422794	0.0	pasa_Sanger_mRNA24479
Locus_2754_Transcript_1/1_Confidence_1.000_Length_1769	CHLREDRAFT_119317	0.0	e_gwW.30.2.1
Locus_2755_Transcript_1/1_Confidence_1.000_Length_947	CHLREDRAFT_403411	7e-50	pasa_Sanger_mRNA34524
Locus_2756_Transcript_1/1_Confidence_1.000_Length_780	CHLREDRAFT_128761	1e-101	estExt_gwp_1H.C_150116
Locus_2760_Transcript_1/1_Confidence_1.000_Length_2836	CHLREDRAFT_377858	0.0	estExt_fgenesh1_pm.C_chromosome_30518
Locus_2762_Transcript_3/3_Confidence_0.714_Length_2218	CHLREDRAFT_59800	3e-167	estExt_GenewiseH_1.C_630009
Locus_2766_Transcript_1/1_Confidence_1.000_Length_1745	CHLREDRAFT_290369	0.0	au.g8398_t1
Locus_2768_Transcript_5/5_Confidence_0.667_Length_1871	CHLREDRAFT_403457	8e-160	pasa_Sanger_mRNA34492
Locus_2771_Transcript_1/1_Confidence_1.000_Length_1022	CHLREDRAFT_347550	7e-10	estExt_fgenesh1_pg.C_chromosome_160544
Locus_2772_Transcript_4/6_Confidence_0.688_Length_2101	CHLREDRAFT_194436	2e-171	estExt_fgenesh2_pg.C_670029
Locus_2773_Transcript_1/1_Confidence_1.000_Length_1334	CHLREDRAFT_177591	0.0	fgenesh2_pg.C_scaffold_43000045
